Epoch	Iteration	Training Time	Validation Time	Training MNLL	Training Count MSE	Validation MNLL	Validation Profile Pearson	Validation Count Pearson	Validation Count MSE	Saved?
2	1500	1.2440292835235596	0.22832441329956055	434.53472900390625	0.467984139919281	247.97593688964844	0.26454997	0.3899473	0.8624267578125	True
2	1600	1.2399859428405762	0.23540282249450684	456.10693359375	0.5440971851348877	247.7666778564453	0.26546842	0.40635246	1.0968201160430908	False
2	1700	1.2190766334533691	0.23383092880249023	413.7302551269531	0.5746431350708008	248.53509521484375	0.26377705	0.4279129	1.0184361934661865	False
2	1800	1.2172887325286865	0.23468971252441406	462.513916015625	0.5288248658180237	247.25523376464844	0.26720425	0.43596452	1.152440071105957	True
2	1900	1.2206392288208008	0.235015869140625	435.4335632324219	0.5484359264373779	247.04763793945312	0.26728418	0.44992107	0.863436222076416	True
3	2000	0.5542123317718506	0.23540258407592773	426.79937744140625	0.5150827169418335	247.15798950195312	0.26736775	0.45197362	0.8211918473243713	False
3	2100	1.2129228115081787	0.23529744148254395	410.1898193359375	0.4461401104927063	247.13595581054688	0.26828337	0.47226217	0.8191250562667847	False
3	2200	1.2204258441925049	0.23529648780822754	459.5042724609375	0.4249475598335266	247.16909790039062	0.2691179	0.4884427	1.04804527759552	False
3	2300	1.2966601848602295	0.23557305335998535	392.40966796875	0.5020740628242493	246.9045867919922	0.26898196	0.49105346	0.8297324180603027	True
3	2400	1.3755230903625488	0.23515653610229492	455.2122802734375	0.5670899748802185	246.763427734375	0.26873776	0.48973572	0.9572477340698242	True
3	2500	1.2963685989379883	0.23575448989868164	448.92864990234375	0.5838439464569092	246.6422882080078	0.26994705	0.4972393	0.8894873261451721	True
4	2600	0.08532977104187012	0.23476624488830566	409.124755859375	0.4569675624370575	246.32113647460938	0.27011302	0.5060705	1.0206944942474365	True
4	2700	1.2602393627166748	0.23418974876403809	447.00653076171875	0.41695013642311096	246.11453247070312	0.27112332	0.50731105	1.1005167961120605	True
4	2800	1.2726960182189941	0.23447465896606445	391.8592224121094	0.40225183963775635	246.21353149414062	0.27043605	0.51529545	0.9459699392318726	True
4	2900	1.2916004657745361	0.23047852516174316	374.4817810058594	0.40223658084869385	246.1901397705078	0.27062932	0.52105105	1.0782909393310547	False
4	3000	1.2472238540649414	0.2294750213623047	400.678955078125	0.4912492334842682	246.21121215820312	0.27066746	0.5183699	0.9094231128692627	True
4	3100	1.2457358837127686	0.23582005500793457	465.96136474609375	0.4304540157318115	245.8570556640625	0.27196038	0.52882314	1.0488073825836182	True
4	3200	1.2534925937652588	0.22987890243530273	456.8959655761719	0.3804655373096466	246.0352783203125	0.27115905	0.5274663	0.8378143310546875	True
5	3300	0.5914385318756104	0.23013687133789062	393.42498779296875	0.5216037034988403	245.9336395263672	0.27204174	0.534618	0.8684068918228149	True
5	3400	1.2531981468200684	0.23699665069580078	397.71258544921875	0.409826397895813	245.73193359375	0.2721641	0.5391166	0.8452913761138916	True
5	3500	1.2910895347595215	0.23537278175354004	379.8468017578125	0.478107213973999	245.77069091796875	0.27223846	0.5480887	0.651792049407959	True
5	3600	1.2812390327453613	0.23540067672729492	434.7011413574219	0.417522132396698	245.83438110351562	0.27283618	0.5412776	0.8233451843261719	False
5	3700	1.2196040153503418	0.2358863353729248	381.1602783203125	0.39949721097946167	245.981201171875	0.27351323	0.5450387	0.8293132781982422	False
5	3800	1.2173104286193848	0.23122859001159668	406.7747802734375	0.4029167890548706	245.5270233154297	0.27327093	0.5457566	0.7638679146766663	True
6	3900	0.12457942962646484	0.2301928997039795	422.33343505859375	0.5014682412147522	245.6344451904297	0.27276665	0.5513268	1.3812525272369385	False
6	4000	1.213625192642212	0.22899651527404785	456.79388427734375	0.3991904854774475	245.42466735839844	0.2735925	0.5513342	0.8956000804901123	False
6	4100	1.2184035778045654	0.22918939590454102	341.5686950683594	0.38154369592666626	245.45330810546875	0.27394363	0.548783	0.8733005523681641	False
6	4200	1.2063307762145996	0.22930097579956055	449.831787109375	0.41993454098701477	245.33453369140625	0.27407008	0.55988115	0.9582048654556274	False
6	4300	1.2135069370269775	0.22897982597351074	376.7961120605469	0.45853784680366516	245.21212768554688	0.27399755	0.5526691	0.8839419484138489	True
6	4400	1.2687466144561768	0.2288672924041748	395.961669921875	0.4167180061340332	245.1101837158203	0.27468106	0.5590061	0.8958258628845215	True
6	4500	1.2534003257751465	0.23421764373779297	485.2359924316406	0.4454459547996521	245.38516235351562	0.27480453	0.56736493	0.9004582166671753	False
7	4600	0.6349120140075684	0.22889184951782227	430.86376953125	0.4468000531196594	245.48971557617188	0.27483255	0.56726044	0.9791461229324341	False
7	4700	1.2090513706207275	0.22826743125915527	376.06695556640625	0.35801219940185547	245.06117248535156	0.27530885	0.5707933	0.8872922658920288	True
7	4800	1.255037784576416	0.23452329635620117	429.1595458984375	0.4827199876308441	245.30210876464844	0.27503324	0.5716729	0.9591936469078064	False
7	4900	1.2545249462127686	0.2348635196685791	442.3377685546875	0.44892287254333496	245.00302124023438	0.27538693	0.5749798	0.7228007912635803	True
7	5000	1.2646498680114746	0.2352147102355957	448.10577392578125	0.5025174617767334	245.07472229003906	0.27558753	0.5760679	0.8847042322158813	False
7	5100	1.2215619087219238	0.2339787483215332	418.6358642578125	0.3107377886772156	245.0135955810547	0.27550694	0.57601285	0.775173008441925	False
8	5200	0.16454386711120605	0.2355797290802002	406.45745849609375	0.4560619294643402	244.84710693359375	0.27579135	0.57608473	0.8875413537025452	False
8	5300	1.2163021564483643	0.23453402519226074	389.63653564453125	0.3235797584056854	245.01510620117188	0.27549872	0.5732956	1.2159806489944458	False
8	5400	1.2228834629058838	0.23459386825561523	375.71978759765625	0.3288434147834778	244.81182861328125	0.27585068	0.5821756	1.0267956256866455	False
8	5500	1.2281959056854248	0.2358710765838623	398.3590393066406	0.23844972252845764	244.69810485839844	0.2764833	0.5834198	0.8917129039764404	True
8	5600	1.3202431201934814	0.23447537422180176	427.4568786621094	0.2937869429588318	244.9842987060547	0.27557424	0.5760902	0.8938844203948975	False
8	5700	1.2257583141326904	0.235795259475708	366.998291015625	0.3638368844985962	244.7826690673828	0.27612776	0.57846236	1.057133436203003	False
8	5800	1.2483458518981934	0.23290705680847168	418.54864501953125	0.4196310043334961	244.64382934570312	0.2765955	0.58258057	0.8604358434677124	True
9	5900	0.6864078044891357	0.2346029281616211	422.3580627441406	0.35375237464904785	244.9506072998047	0.27608845	0.58111405	0.7090737819671631	False
9	6000	1.2220916748046875	0.22979092597961426	409.02398681640625	0.3710140585899353	244.8148956298828	0.27651116	0.5871308	0.8192179799079895	False
9	6100	1.2125909328460693	0.23130321502685547	395.2084655761719	0.3044207692146301	244.6504364013672	0.27668253	0.58822596	0.8623529672622681	False
9	6200	1.2192127704620361	0.23114252090454102	368.55255126953125	0.3156774044036865	244.48692321777344	0.27679056	0.58493245	0.7647584080696106	True
9	6300	1.262538194656372	0.23585009574890137	398.66650390625	0.4274779260158539	244.67431640625	0.27695215	0.58730793	0.8319149613380432	False
9	6400	1.2165873050689697	0.2355492115020752	433.55194091796875	0.4297337532043457	244.4583282470703	0.27686736	0.58871794	1.0347598791122437	False
10	6500	0.20164203643798828	0.23531103134155273	396.7055969238281	0.367402046918869	244.7698516845703	0.27623707	0.57931423	1.1733534336090088	False
10	6600	1.2172598838806152	0.23183488845825195	439.1824951171875	0.5251673460006714	244.71844482421875	0.2771855	0.58866584	0.9352667331695557	False
10	6700	1.2146437168121338	0.23445653915405273	399.08843994140625	0.4771241843700409	244.47329711914062	0.27673623	0.5903856	1.0069952011108398	False
10	6800	1.2456631660461426	0.23459100723266602	359.11346435546875	0.383257657289505	244.64512634277344	0.2767706	0.58763146	0.8845685720443726	False
10	6900	1.2184033393859863	0.23574399948120117	386.8107604980469	0.4028354287147522	244.48904418945312	0.27710956	0.5921285	0.774565577507019	False
10	7000	1.2321527004241943	0.23561429977416992	385.1266174316406	0.4176919460296631	244.4850311279297	0.2771705	0.5975679	0.8766801357269287	False
10	7100	1.227735996246338	0.22891736030578613	417.6490173339844	0.4850585460662842	244.82960510253906	0.2775256	0.58790934	0.9269200563430786	False
11	7200	0.7281782627105713	0.22846269607543945	411.9442138671875	0.35542720556259155	244.35641479492188	0.27722877	0.59372824	0.9919601082801819	False
11	7300	1.209808588027954	0.2293398380279541	399.4752197265625	0.3335874080657959	244.74041748046875	0.27774698	0.5918272	0.7997571229934692	False
11	7400	1.2130146026611328	0.22861742973327637	408.266357421875	0.403664231300354	244.49525451660156	0.2779479	0.59574085	1.0427772998809814	False
11	7500	1.208601713180542	0.22928571701049805	421.12640380859375	0.3646753430366516	244.47853088378906	0.27742395	0.59909874	0.7681871652603149	True
11	7600	1.2280805110931396	0.22857093811035156	383.70196533203125	0.3730141222476959	244.2435760498047	0.2778963	0.59578454	1.0970573425292969	False
11	7700	1.2045893669128418	0.2287585735321045	378.37353515625	0.368455708026886	244.61636352539062	0.27701116	0.59776354	0.8676758408546448	False
12	7800	0.2409813404083252	0.22862792015075684	404.31170654296875	0.3689526319503784	244.31951904296875	0.27744427	0.6039727	0.8510499000549316	True
12	7900	1.2288453578948975	0.22885727882385254	419.5257568359375	0.32140135765075684	244.43002319335938	0.27737176	0.59523547	0.9061499834060669	False
12	8000	1.2075321674346924	0.2291414737701416	426.2419128417969	0.275684654712677	244.5494384765625	0.27763656	0.5961423	1.0018196105957031	False
12	8100	1.2080955505371094	0.2291874885559082	420.3384094238281	0.3006371259689331	244.23106384277344	0.27788478	0.5979893	1.0607011318206787	False
12	8200	1.2079405784606934	0.2286837100982666	406.16510009765625	0.40652918815612793	244.2054901123047	0.2782571	0.60283923	1.0466423034667969	False
12	8300	1.2141644954681396	0.23407292366027832	380.56097412109375	0.3673298954963684	244.42994689941406	0.27828628	0.6036273	0.9237116575241089	False
12	8400	1.2292101383209229	0.23424029350280762	388.96856689453125	0.3518561124801636	244.2078857421875	0.2781802	0.5998132	0.8580567836761475	True
13	8500	0.7698860168457031	0.2327258586883545	449.85650634765625	0.4848495125770569	244.29293823242188	0.27832013	0.5993425	0.7738591432571411	False
13	8600	1.2158865928649902	0.23440241813659668	430.78887939453125	0.38190728425979614	244.39617919921875	0.27784768	0.60157007	0.8556285500526428	False
13	8700	1.216484546661377	0.23489117622375488	423.210693359375	0.3211672902107239	244.12330627441406	0.2785317	0.60925925	0.9866896867752075	False
13	8800	1.2203459739685059	0.2310349941253662	421.4797668457031	0.34047240018844604	244.1939697265625	0.27810416	0.60401034	0.827246904373169	True
13	8900	1.2531237602233887	0.23508286476135254	395.7195129394531	0.47090551257133484	244.2147674560547	0.2783066	0.60004133	0.8253492116928101	False
13	9000	1.2133569717407227	0.23542380332946777	390.7440185546875	0.4438273310661316	244.25582885742188	0.2782451	0.6058359	1.1004345417022705	False
14	9100	0.2823605537414551	0.2305917739868164	370.8374328613281	0.32666048407554626	244.72634887695312	0.27789187	0.60822034	0.6864379644393921	False
14	9200	1.2002031803131104	0.2352888584136963	379.5714111328125	0.4473443031311035	244.12808227539062	0.27844843	0.60800064	0.9311549663543701	False
14	9300	1.2124555110931396	0.23581218719482422	380.1159973144531	0.38379353284835815	244.30694580078125	0.27820086	0.6063601	0.7789809703826904	False
14	9400	1.222700595855713	0.23024415969848633	396.67578125	0.4250553250312805	244.00186157226562	0.2789288	0.61094034	0.8252626657485962	True
14	9500	1.2535319328308105	0.22932171821594238	443.1919860839844	0.43051716685295105	244.21055603027344	0.2781219	0.6025115	1.047194242477417	False
14	9600	1.2065417766571045	0.22994279861450195	405.5068054199219	0.5225028991699219	244.34942626953125	0.2782359	0.6068889	0.6831053495407104	False
14	9700	1.21287202835083	0.2288684844970703	381.67333984375	0.2416876256465912	244.2829132080078	0.27846426	0.6046756	1.0074734687805176	False
15	9800	0.7889046669006348	0.2286362648010254	421.5567626953125	0.3537675142288208	244.44378662109375	0.2792836	0.6097284	0.9537111520767212	False
15	9900	1.2011125087738037	0.22879648208618164	421.99560546875	0.24928851425647736	244.0437469482422	0.27892765	0.608824	1.0091179609298706	False
15	10000	1.2033188343048096	0.22951197624206543	363.4623107910156	0.30871856212615967	244.47804260253906	0.27820888	0.60007614	0.7629998922348022	False
15	10100	1.220029354095459	0.22860026359558105	419.6215515136719	0.508167028427124	244.1136474609375	0.27896705	0.6122956	1.025627613067627	False
15	10200	1.212470531463623	0.22884845733642578	437.3852844238281	0.2725103497505188	244.13519287109375	0.27860737	0.5982829	1.007822036743164	False
15	10300	1.2038164138793945	0.2288806438446045	346.7973327636719	0.279233455657959	244.0437469482422	0.27913266	0.5983662	0.8314279317855835	False
16	10400	0.3191196918487549	0.22893953323364258	396.962646484375	0.385067880153656	244.10873413085938	0.2786508	0.60928905	0.8068760633468628	False
16	10500	1.2301735877990723	0.23463678359985352	365.7020263671875	0.41339975595474243	244.048583984375	0.27933705	0.61392593	0.8830214738845825	False
16	10600	1.2453961372375488	0.22942447662353516	421.17803955078125	0.41901856660842896	244.22731018066406	0.2791762	0.60601753	1.047917366027832	False
16	10700	1.214850664138794	0.23424482345581055	369.99102783203125	0.2849598228931427	244.1632843017578	0.27917284	0.60473305	0.912172794342041	False
16	10800	1.2266302108764648	0.2358860969543457	391.86669921875	0.3943178355693817	243.9107666015625	0.27917367	0.6085038	0.7365527153015137	True
16	10900	1.2472844123840332	0.2355034351348877	349.2691650390625	0.43399977684020996	244.03636169433594	0.2793596	0.6181206	1.011528730392456	False
16	11000	1.222917079925537	0.22934818267822266	430.371826171875	0.33386683464050293	244.14805603027344	0.2792524	0.61078644	0.909706711769104	False
17	11100	0.8301193714141846	0.2289905548095703	359.8160705566406	0.3269311189651489	244.0012969970703	0.27946773	0.61045116	0.9698336124420166	False
17	11200	1.2059078216552734	0.2293858528137207	425.28533935546875	0.4371969401836395	243.86199951171875	0.27949506	0.61811054	1.001899242401123	False
17	11300	1.209533929824829	0.23579049110412598	411.343505859375	0.32718777656555176	244.11587524414062	0.279795	0.61778855	0.823950469493866	False
17	11400	1.22041916847229	0.23618292808532715	371.751953125	0.33240464329719543	243.90931701660156	0.279363	0.6188865	0.7729784250259399	False
17	11500	1.223978042602539	0.2351686954498291	421.0067138671875	0.37046146392822266	243.98472595214844	0.27967045	0.6215974	0.7818918228149414	False
17	11600	1.2106883525848389	0.2352464199066162	394.455322265625	0.31174179911613464	244.00755310058594	0.2789796	0.62343025	0.9398415088653564	False
18	11700	0.3549766540527344	0.23544669151306152	378.63037109375	0.3466435372829437	244.366455078125	0.27959824	0.61584294	0.9845420122146606	False
18	11800	1.217188835144043	0.23584961891174316	366.63067626953125	0.3262178301811218	243.87135314941406	0.2795142	0.61520684	0.9716323614120483	False
18	11900	1.2915925979614258	0.23615360260009766	377.88348388671875	0.36029112339019775	243.83404541015625	0.27945364	0.6192547	0.9238408207893372	False
18	12000	1.2196271419525146	0.23664402961730957	421.52325439453125	0.4093720316886902	244.02455139160156	0.2791852	0.6144227	0.9613913297653198	False
18	12100	1.224134922027588	0.23613405227661133	427.0992431640625	0.38778868317604065	243.85736083984375	0.27931726	0.61596465	0.9555500745773315	False
18	12200	1.2279632091522217	0.23512721061706543	420.27874755859375	0.3757791221141815	244.21380615234375	0.27965298	0.620566	0.6521668434143066	False
18	12300	1.222318172454834	0.23345947265625	331.1241149902344	0.3016911447048187	244.01914978027344	0.2790643	0.6198287	0.7794620394706726	False
19	12400	0.874058723449707	0.23636841773986816	432.9956970214844	0.29069045186042786	244.2844696044922	0.27917707	0.6205715	0.8653162121772766	False
19	12500	1.2502496242523193	0.23033404350280762	408.4267578125	0.3875747621059418	244.06021118164062	0.27977094	0.6190315	0.7128328084945679	False
19	12600	1.2284886837005615	0.23650670051574707	432.75750732421875	0.31746166944503784	243.94305419921875	0.27943495	0.61743236	0.8578242063522339	False
19	12700	1.222707986831665	0.2319164276123047	392.5046081542969	0.33067822456359863	243.9313201904297	0.27995655	0.61785525	0.9078589677810669	False
19	12800	1.2125768661499023	0.23218679428100586	379.80584716796875	0.4784364104270935	243.81271362304688	0.28000557	0.6122894	0.9404218792915344	False
19	12900	1.2183711528778076	0.23253679275512695	456.93072509765625	0.40507179498672485	243.79566955566406	0.27992073	0.61993384	0.9977303743362427	False
20	13000	0.39806437492370605	0.23448419570922852	413.3112487792969	0.3713105320930481	243.921875	0.28007182	0.62020767	0.7755489945411682	False
20	13100	1.2247960567474365	0.23346853256225586	382.4161071777344	0.3594054579734802	243.89013671875	0.2799505	0.6200218	1.089962363243103	False
20	13200	1.2187931537628174	0.22942042350769043	392.57171630859375	0.28177863359451294	243.9401397705078	0.2798386	0.6198318	0.8044309020042419	False
20	13300	1.210681438446045	0.23001551628112793	339.79913330078125	0.3343479335308075	243.7325439453125	0.2801712	0.6279828	0.9254343509674072	False
20	13400	1.2278504371643066	0.2298750877380371	372.9148254394531	0.25459253787994385	243.77108764648438	0.28023297	0.6200471	0.8800732493400574	False
20	13500	1.197211503982544	0.23008322715759277	408.74835205078125	0.4598955512046814	243.8754119873047	0.2803458	0.6188208	1.0159639120101929	False
20	13600	1.197890281677246	0.2302381992340088	380.2322998046875	0.30544382333755493	243.83218383789062	0.27970907	0.6199843	0.8611950278282166	False
21	13700	0.9022543430328369	0.23038649559020996	394.3112487792969	0.2949405312538147	244.0854034423828	0.27993017	0.6156529	0.9621049165725708	False
21	13800	1.2070391178131104	0.23034286499023438	377.01446533203125	0.2988971173763275	243.83021545410156	0.27986607	0.6226892	0.8005105257034302	True
21	13900	1.2390801906585693	0.23021721839904785	378.3157958984375	0.3078661561012268	243.88206481933594	0.28003654	0.62258625	0.8923308849334717	False
21	14000	1.2234914302825928	0.23572087287902832	380.13836669921875	0.3063225746154785	244.77621459960938	0.27985397	0.6219014	0.7799431681632996	False
21	14100	1.2221324443817139	0.23467373847961426	429.503662109375	0.3794982135295868	243.8377227783203	0.27991438	0.62632936	0.9245705008506775	False
21	14200	1.2190420627593994	0.2290797233581543	460.14471435546875	0.2874976396560669	243.75692749023438	0.27986133	0.61736363	0.9853215217590332	False
22	14300	0.43544673919677734	0.2299480438232422	423.2569885253906	0.4993685483932495	243.93377685546875	0.28017896	0.6239075	0.8211362361907959	False
22	14400	1.2129695415496826	0.23585963249206543	358.252685546875	0.3325636088848114	243.92105102539062	0.27969277	0.62019217	0.8806338310241699	False
22	14500	1.2222650051116943	0.23563551902770996	379.26507568359375	0.37609684467315674	243.68264770507812	0.2804301	0.62809813	0.8443306684494019	True
22	14600	1.2733867168426514	0.22865033149719238	405.2041320800781	0.33486101031303406	244.16136169433594	0.28025064	0.6287605	0.6838617324829102	False
22	14700	1.2396256923675537	0.2278740406036377	428.8585205078125	0.39939841628074646	243.8866729736328	0.27963874	0.62661386	0.8854149580001831	False
22	14800	1.21101713180542	0.2289440631866455	420.22882080078125	0.33600401878356934	243.64259338378906	0.28023523	0.62741566	0.8948941230773926	False
22	14900	1.2091755867004395	0.22925639152526855	396.34393310546875	0.3148467242717743	243.80027770996094	0.2800194	0.6309055	0.694953203201294	True
23	15000	0.9406630992889404	0.22873759269714355	416.177978515625	0.32419294118881226	244.01885986328125	0.27907893	0.6141026	0.826160192489624	False
23	15100	1.2112069129943848	0.2288360595703125	402.6490478515625	0.368644654750824	243.8284912109375	0.27998272	0.6317532	0.9745303392410278	False
23	15200	1.2007532119750977	0.22892284393310547	399.59039306640625	0.36451947689056396	243.72161865234375	0.28050014	0.62771344	0.9000482559204102	False
23	15300	1.2050089836120605	0.22936630249023438	374.9457092285156	0.3128548264503479	243.9032440185547	0.2798681	0.6298668	0.841964840888977	False
23	15400	1.2045950889587402	0.2293245792388916	415.9826354980469	0.44930779933929443	243.83114624023438	0.28010732	0.63362813	0.770100474357605	False
23	15500	1.2034101486206055	0.22931981086730957	403.31304931640625	0.30449992418289185	243.77252197265625	0.2805882	0.6255361	0.7866177558898926	False
24	15600	0.4705808162689209	0.22924113273620605	427.3260498046875	0.4829009473323822	243.7368927001953	0.28015772	0.6253839	0.8592801690101624	False
24	15700	1.214721918106079	0.22921085357666016	341.77117919921875	0.2876583933830261	243.6114044189453	0.28069335	0.6328526	0.9689391851425171	False
24	15800	1.206559658050537	0.2286381721496582	365.23370361328125	0.38570183515548706	244.07455444335938	0.28011456	0.62774765	0.8381180167198181	False
24	15900	1.2138526439666748	0.22906851768493652	454.53826904296875	0.387904554605484	243.6962127685547	0.28031272	0.62081033	0.8788089752197266	False
24	16000	1.2038860321044922	0.2286384105682373	413.2139892578125	0.5984571576118469	244.3282012939453	0.27883872	0.60651135	0.48373323678970337	False
24	16100	1.203171730041504	0.22875738143920898	444.301513671875	0.4413256049156189	243.91835021972656	0.27992076	0.6109626	1.0216487646102905	False
25	16200	0.008184432983398438	0.22933220863342285	411.5249938964844	0.4350142478942871	243.82313537597656	0.2800364	0.62841344	0.7948458194732666	False
25	16300	1.1984789371490479	0.22890090942382812	410.75482177734375	0.4708000123500824	243.61285400390625	0.28048095	0.6203347	0.9929357767105103	False
25	16400	1.198251724243164	0.2284388542175293	449.5443115234375	0.3620045483112335	243.7322540283203	0.28058702	0.6259159	1.0942569971084595	False
25	16500	1.1985509395599365	0.2288346290588379	386.38720703125	0.37064284086227417	243.7772979736328	0.28007972	0.62369144	0.7194451093673706	False
25	16600	1.1994786262512207	0.22851252555847168	399.1783447265625	0.3538622260093689	243.69119262695312	0.2802564	0.6282599	0.8309333324432373	False
25	16700	1.2008724212646484	0.2283191680908203	428.53021240234375	0.45038437843322754	243.6006622314453	0.2805153	0.6310946	0.8829171657562256	True
25	16800	1.222116470336914	0.22839951515197754	363.8264465332031	0.41078701615333557	243.74331665039062	0.28037766	0.6259923	0.8350710272789001	False
26	16900	0.5096821784973145	0.22838306427001953	400.2070617675781	0.4253470301628113	243.71951293945312	0.28017217	0.6317682	0.7974578142166138	False
26	17000	1.1966819763183594	0.22821688652038574	357.896484375	0.22450798749923706	243.7215118408203	0.2800384	0.6270451	0.7781102061271667	False
26	17100	1.1984870433807373	0.22835779190063477	391.4073791503906	0.38202565908432007	243.65423583984375	0.28054875	0.6242461	0.8606263995170593	False
26	17200	1.1988258361816406	0.22840023040771484	409.0858154296875	0.4833044409751892	243.91993713378906	0.28041768	0.6221521	1.0272009372711182	False
26	17300	1.202380657196045	0.22861886024475098	363.03466796875	0.4036884903907776	243.9297637939453	0.27997303	0.6246402	0.7983218431472778	False
26	17400	1.2002499103546143	0.22844505310058594	396.470458984375	0.31121721863746643	243.6244354248047	0.28076795	0.63336253	0.718112587928772	True
27	17500	0.046627044677734375	0.22845768928527832	404.13446044921875	0.32929256558418274	243.77967834472656	0.28040087	0.6281823	0.781429648399353	False
27	17600	1.1972622871398926	0.22840118408203125	389.10302734375	0.24136295914649963	243.55824279785156	0.2805848	0.6299225	0.8511580228805542	False
27	17700	1.2377784252166748	0.22831392288208008	369.280029296875	0.22940585017204285	243.68637084960938	0.2804912	0.6299192	0.825212836265564	False
27	17800	1.2469000816345215	0.22994089126586914	392.78662109375	0.45969778299331665	243.65679931640625	0.28081992	0.62599254	0.9039908647537231	False
27	17900	1.2014901638031006	0.23424816131591797	410.6398620605469	0.28013136982917786	243.73390197753906	0.2804529	0.61873424	0.8135020732879639	False
27	18000	1.2065088748931885	0.2289752960205078	448.2187194824219	0.3319208025932312	243.50946044921875	0.28115112	0.6256633	0.9571651816368103	False
27	18100	1.2024726867675781	0.22863292694091797	383.47686767578125	0.2659710645675659	243.61990356445312	0.28077084	0.6256379	1.013275146484375	False
28	18200	0.5473616123199463	0.22896862030029297	412.175537109375	0.3893142342567444	243.9082794189453	0.28086787	0.62302494	1.015769124031067	False
28	18300	1.2013869285583496	0.22850537300109863	404.78314208984375	0.3642914891242981	243.89231872558594	0.28052193	0.62172776	0.8892599940299988	False
28	18400	1.2133257389068604	0.22904062271118164	414.46246337890625	0.3942035138607025	244.02392578125	0.28066608	0.6273593	0.903023362159729	False
28	18500	1.233186960220337	0.22856998443603516	410.5303039550781	0.31353628635406494	243.53379821777344	0.28083023	0.6269071	0.9971140623092651	False
28	18600	1.2007958889007568	0.2287883758544922	382.2004699707031	0.3736862540245056	243.78085327148438	0.28054538	0.6288523	0.7644615173339844	False
28	18700	1.1968424320220947	0.2287886142730713	410.278076171875	0.3908119201660156	243.92431640625	0.28046343	0.62664324	0.9894698858261108	False
29	18800	0.08827972412109375	0.22924089431762695	435.1923828125	0.39115485548973083	243.62640380859375	0.2805619	0.6215172	1.0698165893554688	False
29	18900	1.2092711925506592	0.22946619987487793	375.29345703125	0.3709626793861389	243.5403289794922	0.28091	0.6226734	0.7219560146331787	True
29	19000	1.2580692768096924	0.22899794578552246	429.5234069824219	0.354559063911438	243.5721893310547	0.28053218	0.6221291	0.9467718601226807	False
29	19100	1.2012991905212402	0.23054766654968262	429.3034362792969	0.33359968662261963	243.60174560546875	0.2807183	0.62769985	0.8075119256973267	False
29	19200	1.2041311264038086	0.23023629188537598	411.50323486328125	0.46757811307907104	243.58111572265625	0.28082857	0.6288118	0.91490638256073	False
29	19300	1.2045469284057617	0.2343897819519043	412.3099670410156	0.29487356543540955	243.73751831054688	0.28054622	0.61807305	0.9022175669670105	False
29	19400	1.2288415431976318	0.23457694053649902	384.682861328125	0.36976587772369385	243.51602172851562	0.2806997	0.6277189	0.8753410577774048	False
30	19500	0.5869712829589844	0.23532557487487793	428.31805419921875	0.49400678277015686	243.5766143798828	0.28097436	0.63463515	1.0073617696762085	False
30	19600	1.2404789924621582	0.23416352272033691	401.60980224609375	0.44168907403945923	243.61077880859375	0.28106064	0.63097584	0.7461641430854797	False
